id,Price
232,1601284.529831416
1564,2681285.91617621
82,2364876.166543165
312,3086620.0168736754
1393,2535493.082135816
1222,2885425.8949784916
758,595166.3742876472
1361,1176314.5832744287
1295,2312754.3177516386
659,1446277.0672700843
236,1772056.094426765
569,1902924.3153074896
1204,2799184.794471709
1309,3906784.056510714
1126,2314635.1661673076
743,3665099.078857919
1360,1547908.708464113
566,4511563.537727139
688,4009090.693573947
4,2489320.0493601393
1407,1825120.9686660953
506,6353697.392473147
1347,4105472.7976300595
1308,4612812.894371114
1474,2072560.5983418897
605,3949647.1083287997
571,3492510.236011925
1029,2721484.1739104595
1169,2180921.470452819
1131,3024285.013629798
938,2258145.161560338
555,3259001.9713367587
1313,3220031.565573167
157,839534.5524726156
1249,2882970.3716850625
529,2612422.7267408734
139,3936953.420687358
1395,2535493.082135816
1396,3386796.542578195
1050,3049398.979863802
325,2677429.1950714523
995,646787.8108916488
348,3179401.657262113
738,5157610.333152388
1284,3703571.4927443145
1040,3312012.751227514
644,2051665.9294937784
1496,4969149.528617005
201,2337750.9566932535
784,1447395.297481685
346,1544767.0170741938
1480,1993982.965665414
920,2726275.735795375
428,1214088.3696476305
334,3215152.744263552
503,3890786.2361128675
1117,2318605.5946685225
698,1803867.0931744017
1320,4901186.3222117135
34,2360623.186543783
1219,4198864.88163223
108,1980954.9126965152
438,1577466.2538097342
247,3496669.681663516
651,2242771.4795913305
1141,3931370.294846113
576,4740368.996229545
471,2103036.582803297
592,3962582.0333744893
162,851255.4156980375
72,5071299.095567868
293,908794.8015764803
855,2804429.502483148
898,6026044.438770483
718,4203976.040430528
277,3177663.8110171137
876,2845145.3898598533
478,3210257.6889946237
1589,2131178.2019524416
1267,1844383.9980105078
378,2084639.044484308
1404,1476774.8904511873
53,2773111.3304367056
84,2920287.804703133
714,2086671.260145259
669,1883259.7691381788
525,2666259.9379453342
444,2585340.2857329734
43,2855592.7841134863
857,860758.2985612713
550,2861078.904130921
843,3336094.09585335
869,1954469.193380328
1271,2967680.294153996
211,2194764.5380320577
1475,3261263.8922705073
1381,2051519.3645271258
276,3827060.15394275
552,3064717.060263846
41,5862754.37475586
487,3347814.5479354374
785,2302012.0872408086
153,865483.3976107594
1430,4237368.613883958
1238,2136818.335601256
418,1941173.8666733187
42,3695612.641595952
654,2278002.7499474073
1260,4824288.599128618
1572,1487430.0407077176
540,3164592.4602852734
118,813430.9335286384
1478,1964003.6026772019
54,4976360.988949084
183,1690379.4095329065
746,2051898.8579592295
208,922684.1607093951
530,2455699.632053119
853,3120150.3842472546
367,2666544.9696045564
612,2960171.573556532
192,3105848.4123032177
376,4987313.287602129
910,2398024.7287601335
809,1535043.9878684636
596,3250038.666959649
338,1947832.08868274
1069,2926967.4689324116
1080,3616322.9381615827
374,2466951.571028933
1182,641107.5985062011
1487,2281909.7438811697
1454,5336748.542368812
31,1324062.460962208
287,3068353.491035248
1047,2511471.5408545965
87,2251554.8764959667
1057,2623128.333096686
1466,1759884.5782076642
1157,1910763.6053241333
1094,2227261.1165955896
1215,2693029.314290381
575,4740368.996229545
812,2359515.977530258
1417,2359472.8363014963
404,3153573.523312106
868,1060714.437179803
1593,3609990.0462228097
156,1465587.6527501438
614,2876212.5756491553
1583,3715349.503296597
648,1977588.1222262038
792,826919.8852995774
1374,2527552.3476751605
1537,2288111.4857482687
1250,1871917.425330245
813,2359515.977530258
635,906846.8718526149
359,3878723.747716738
1559,2157469.445294476
878,1125195.438981887
1400,3085785.6992934244
1270,3794824.7332147416
294,696455.3014680892
1470,2307825.7960728128
918,2506500.6938449275
518,2631100.4752694825
1351,4959203.112860105
392,1736132.179368006
166,638915.9155896464
531,3575535.611161584
1218,1393185.038900652
969,2782537.6068826057
1101,1677204.0494629005
331,2298878.5581880063
707,3862698.4200568246
58,4278444.111752928
776,2057357.36102607
1610,1515296.441763267
1497,2568837.915813189
753,2841764.4430031925
1405,2071589.8489559693
1371,1643844.4519196143
178,828736.7738270285
1352,2155755.7359065833
947,1501586.2525203284
199,2210752.4935207823
996,2963301.0006493237
81,2902312.2363711735
1348,3891560.398969151
524,2599511.8695386415
218,3770443.1711310754
142,2425744.9974508565
636,906846.8718526149
440,2537927.8635313436
319,2584402.936854869
1147,925403.7299060673
1455,2451945.514186695
904,3075858.163844456
917,3491198.441804304
1468,1375052.0315742968
215,3728770.5983599788
1333,4011422.1101037757
1517,4040740.0227872105
249,3017604.8500000946
377,4588694.689358174
1281,2887753.829658864
165,638915.9155896464
803,2336809.9074201463
373,2451267.126291165
937,3075646.377171795
147,4202737.928328653
486,2171119.813141588
756,3825360.7240175735
131,2163009.548045638
206,1057834.1208502576
595,2573334.711176467
1109,1817207.0354359653
560,3543282.000904965
1049,4310397.739076271
1095,3393987.8970490256
1276,1892279.3746437207
207,765593.973698467
461,2712384.2011500997
250,3898516.5947557297
1107,1918638.3113032663
30,4452356.768480097
439,3624918.2302480442
1092,2950286.9009537
75,4130970.6569352252
299,2709731.2354200734
1435,4237878.217191131
859,3711527.2515747836
1151,959931.7468797127
414,1627973.104013443
1409,877990.1020349571
443,2643251.612722058
1611,2705315.984232434
863,3096134.1638895944
484,2320865.100729134
431,1417798.0419754172
558,2198110.003289328
820,1696475.0709802285
905,2449465.8450839585
671,2142155.027638617
117,2540276.627524958
674,2982003.817724825
61,3470107.272816469
1207,2506174.961846981
241,2305019.344475669
764,3273493.7814732473
990,2231486.602022769
401,1466794.9248108938
1375,1162826.6006795168
1174,1897275.3391997935
94,1678991.0234223437
941,2420073.828019169
1460,2568577.262611416
899,2247974.529943673
1331,2835073.1451866543
1224,743911.7326005688
587,4142136.42039195
1570,2475036.2310046824
1429,4237368.613883958
553,2649376.2029981622
570,4304005.323251062
761,2880173.3621037863
1130,3742743.783859076
1369,1696929.326946712
900,3224464.534714278
1481,2106359.876095915
263,2145053.6768317325
1275,3228857.531025285
1604,3395839.641471144
1384,3297755.484899414
1017,2550404.994739726
626,2153565.9725988656
1595,3938782.8183796974
494,1991042.254887091
1530,2003044.955797418
1523,3696424.983303833
1535,2730226.7641680436
790,1937451.2595081702
70,4158748.014771032
582,3856993.7370468806
1486,3087457.7105687363
1199,4779941.001979628
391,4459687.180334988
802,1831894.3241792787
1292,2899827.5239254553
1152,2536718.634124956
1473,3221763.7033036314
171,2112186.9899366125
323,2940358.958029558
982,1914449.2552442476
281,3013988.6187964277
1434,2326032.451510255
1542,2688216.489654002
1379,3411830.3025551364
463,3105752.290268709
91,797502.1180342948
1113,4965600.87033436
1299,1672595.6326663485
563,5693527.949663584
68,5129387.399001413
257,3558165.8945102673
1512,2127077.894996064
631,2303176.487298468
1225,2373764.107102665
841,1090974.9069855977
821,1696475.0709802285
1349,3359589.239084485
180,835739.6913452968
1416,4983041.578962813
239,1730423.8621286917
960,2569569.6150010424
1148,925403.7299060673
988,1002263.7408753289
806,1671205.9285510462
1310,3051516.6537667746
1546,4641596.170923623
1383,3819266.092219293
1236,2613165.8261060845
460,2438431.6569584217
1116,3901813.702530356
1106,1634832.1659953706
645,1982655.5919585517
237,1882255.499929349
1495,5389902.425386515
371,4189700.203785903
1268,3595465.6071418216
1187,2902149.1398926517
114,2200287.4918398345
975,3434450.6803976204
1577,2094913.8053702265
549,3195513.6168016363
1558,2867156.7736338517
1196,3450283.2916087816
45,5313851.035449405
894,1586134.3792320658
1580,781783.2337031225
611,2387883.549059985
322,2405146.07303671
1006,2955131.0057626367
1445,2813808.465071203
1075,3568430.736529493
98,951448.2556128781
1526,2388562.8638283946
502,3074626.1932746964
709,5902928.1512268735
767,2990620.350733013
1184,997567.73462037
1413,2266357.3760339133
1211,2393143.446893095
725,931074.9770620549
137,2998202.248493476
1612,2122035.7906003296
2,1993873.8572639562
317,3586557.342750041
1144,970714.9602325084
270,2887824.1074093804
74,4130970.6569352252
448,2236533.9389697164
1533,3232338.020508808
751,2158059.0399281373
115,1727215.6699418556
653,2295947.649309689
779,2389550.234309797
650,1963918.3924797
1569,4094810.43929151
106,2681189.4247848745
403,3400381.2594189215
1240,2042907.8356641596
705,1007593.9677679352
152,2900827.8099344857
397,867195.2975486545
1594,3328987.571316845
633,746326.4815745521
1406,2967525.5592276435
150,856492.4470898928
934,2479718.7389928
195,1824281.3423298458
462,2840327.91513322
980,2314059.5432395265
311,4568852.747490966
1510,1553094.3155710334
264,2198014.967538232
1068,3042475.3619377054
959,2846735.9245543536
341,2188296.56250944
1607,2260186.3292098967
634,959931.7468797127
1425,1811756.8292823685
1280,3008718.759752904
881,1802903.4202449461
799,7672987.868128001
16,4335079.427238992
670,1947700.2127623148
967,2365678.8499429096
1303,2514808.370133969
369,2825799.5946858497
1173,2813167.560384997
1568,2193718.0702554127
355,1520472.3079874227
177,3628824.6305039907
292,2727624.4203590145
798,1784499.9619340096
1365,1624901.5748795876
380,2530287.4343943596
112,1685947.7801746894
777,2636920.0204098085
906,2379895.569908119
867,2416075.098404115
992,813045.3534912104
314,4017206.9175016647
728,3974964.134477536
71,4067824.0502807787
240,3337936.237997029
1592,2666181.273274184
702,1113763.7178221308
583,2946054.299426643
49,3493868.4245663015
699,1856951.9682014994
1079,2992505.8808023287
914,5223261.33429579
1124,3917104.9329956817
710,2291733.898287434
601,2430519.999254792
1318,3799285.4992663125
1023,2660097.1946721943
1070,3376808.476407582
1446,3504125.2129831323
660,3126783.7397099733
426,2137765.1951191304
1025,2823053.6591372825
1264,2480297.205947212
1298,4552143.140628857
1097,2383232.8873232994
572,2900034.3598008836
148,4096568.1782744555
1506,3782961.8642257713
516,2662951.4002857413
56,4089202.7301335027
37,2625416.83254503
886,2218199.187737751
561,3413739.9076185254
1456,2905181.399921636
940,1734026.87786395
1516,5146327.534964691
999,2434504.522025856
1020,3780992.4727982013
290,2365310.2351984475
1450,4176571.8052403005
65,4654354.636367862
1529,2194399.08027309
1311,4103876.0113576306
903,3075858.163844456
1600,5129232.536401263
574,2449667.2687324258
1449,4689365.966475801
1086,3553407.87117852
141,3785228.8640781427
625,2356567.3297561593
221,1622154.2030430604
1232,4405723.664611355
694,2568289.2935646083
1258,2409303.824057876
121,2375019.072393059
535,2335366.1873586485
1441,2790742.144475528
922,3508881.8421100117
748,2344134.2561450787
545,2458776.848893527
1009,976037.5715621673
1403,2140780.9901313633
546,2140267.5987309404
1119,2457013.386535421
1087,3369130.6584083596
280,3875242.4262897326
994,803877.9979025768
445,1513025.8101855991
1140,3593756.221200037
915,4452010.796578192
1244,4142913.748448358
931,2241536.1639654655
387,3263498.5536667462
1160,1735876.7813486252
230,2695739.654275234
1208,2307315.740963837
1560,1587295.05291377
186,1499637.9011786794
1518,2541188.8829144128
1058,2517248.4739364665
1346,2596557.0460226806
1447,2368813.4056231678
398,1664650.199083657
50,2655017.894377987
713,2124071.690434589
189,2945966.770265382
864,1821777.247426114
874,2107644.986551945
987,3977489.332390492
400,1564952.478534733
370,4295628.936069737
1229,3476957.126860995
105,2510918.0569514483
1359,2690508.527888801
452,2499434.092587554
1100,1719671.9494845783
330,4142202.553682619
419,1521803.3539592475
832,1920445.681483318
343,2343582.8177743573
64,4536031.060403892
467,4485659.574910461
170,524112.8249602299
662,3896159.7860204093
528,2159894.7674237154
60,4096521.8649937743
1370,1750014.2019738099
466,2291214.254359901
411,3337364.2828079695
116,2209281.2003942262
229,2284855.9306208575
958,2788812.5700793527
1301,6945618.159993094
1203,3838516.9964796277
1278,2967411.274733372
621,3063662.5473402655
1259,2415843.603639026
1038,2240972.1060760524
1378,2600828.440801696
27,3001098.5192650715
1172,2935069.213919771
673,1434917.3080979995
597,3165534.582314931
1613,2560201.8768650144
1368,1696929.326946712
1426,2233425.3806651067
640,2287048.933649851
955,2225883.267739469
1163,2878510.3228404475
39,1458598.5073482692
1511,2965634.32853238
796,4285428.49348206
972,2360645.560260905
712,3569259.1232259693
167,851255.4156980375
103,1775399.67533621
1241,2214455.659592326
184,737004.1798643088
986,3040016.1709382106
854,810880.9154208452
686,1890778.6907370873
629,2558928.4048009748
884,2792794.670084728
90,2450405.8031102708
187,1542105.8012003573
1585,4183123.137641941
924,2517850.531572083
860,3278131.8052736223
1433,2815234.51987959
1202,3658571.306853545
1490,2791304.312116923
1507,2191974.4099558527
1005,3061300.755816832
1217,2510201.6908197775
1324,2222039.4182663886
25,3256135.1744196992
913,3367089.9617945068
1451,4360908.638909197
435,2146743.232376298
455,2824509.7019520802
1343,2322968.0735616367
344,1595687.4540309263
1305,2648229.9687015265
769,574908.292521514
1394,2535493.082135816
73,2773973.0822865274
933,1737030.0756429015
939,2782050.025024878
724,877990.1020349571
246,2610220.7960529933
720,711732.5594353955
604,3876115.053512986
909,1354381.8172536567
1342,2269883.198534539
1415,1764562.5519490633
44,2855592.7841134863
1118,2181442.04444932
1230,2128652.72629314
835,2052105.098211457
1541,1947998.2467958806
810,2640150.824633145
603,3033559.5535528176
584,2946054.299426643
476,1687538.480630692
1436,4237878.217191131
989,881946.9473967953
1137,3365228.77995482
305,2406847.540593936
128,3973116.988175438
1476,2173062.206336056
1170,1129352.808002768
759,542081.4992605504
974,3455684.6304084603
1412,1579690.0637546265
866,2919681.2490682835
1345,2261207.2755987532
845,907177.4400094235
1597,3061908.934507115
96,2537283.0298096538
1521,4320166.653999808
676,1791857.9426163826
226,2759018.815235138
332,2506149.960588119
188,1605664.4415370561
1012,1932511.153476717
275,1994424.6717810966
797,1768574.4994258806
1293,2897295.9935319163
1167,2518049.1471589636
630,2279980.2639838206
48,2116901.031276908
1609,2011214.3221445773
193,3105848.4123032177
827,2184282.3872067137
101,3478692.837806016
213,3573335.2461122433
138,1722461.1231786748
395,2330677.846264935
887,2762797.2162057236
965,1341381.7796902852
949,4454112.234267375
1214,2065403.316531687
1001,2601779.377924678
819,1600776.6338554872
396,628313.3599267146
291,903956.3221285772
703,1522517.255530783
0,2135504.1479924684
282,457033.14310186356
13,3025952.45713361
1200,4408346.876789945
833,1920445.681483318
327,2788907.4326283587
627,3472288.3469948117
517,2684185.35029658
1527,1640825.5395514425
1159,2303884.9441385707
318,2188395.5006789854
1616,1918777.0234285062
1082,3621790.777288231
643,2461698.2992567522
1041,3312012.751227514
1188,1532612.3178350832
649,2600936.892804873
1060,2408301.690352535
67,5111239.350341973
754,2044212.4855424054
1077,2585799.9943826757
1253,2419278.689765524
