id,Response
73947,0
124027,0
181885,0
371077,0
468322,0
94114,0
197221,0
396852,0
88368,0
63468,0
187545,0
40505,0
206911,0
129569,0
248046,0
208925,0
336186,0
53964,0
230922,0
223401,0
277972,0
228417,0
136963,0
405862,0
437295,0
132904,0
262518,0
174265,0
142914,0
363337,0
211239,0
18495,0
177089,0
150109,0
20393,0
201531,0
58393,0
59230,0
116807,0
264156,0
26926,0
164376,0
298352,0
270263,0
83756,0
288067,0
35125,0
148139,0
287827,0
65775,0
103182,0
162486,0
498106,0
108071,0
208316,0
479821,0
268948,0
385567,0
387753,0
451087,0
43448,0
417074,0
266775,0
46702,0
240643,0
271037,0
154728,0
274666,0
202788,0
57893,0
195337,0
148203,0
278209,0
255971,0
344762,0
386869,0
747,0
88505,0
462515,0
229240,0
221780,0
348919,0
120294,0
304383,0
469629,0
109132,0
130101,0
76881,0
18659,0
46765,0
439704,0
494143,0
322633,0
259371,0
130079,0
412293,0
386359,0
46738,0
341761,0
153887,0
265008,0
109815,0
233027,0
269231,0
211890,0
17598,0
409565,0
204956,0
462601,0
305854,0
34237,0
5369,0
216736,0
179928,0
333466,0
200076,0
271141,0
227881,0
195589,0
231359,0
11586,0
143900,0
236331,0
115199,0
91886,0
43514,0
329777,0
222919,0
328402,0
184467,0
201080,0
276342,0
113297,0
28129,0
483233,0
122402,0
192058,0
331564,0
280762,0
421149,0
287578,0
204349,0
28818,0
342303,0
168475,0
152683,0
190465,0
207971,0
191533,0
97162,0
306627,0
335462,0
234019,0
406406,0
217569,0
275213,0
309057,0
70218,0
123479,0
340913,0
351002,0
211828,0
454960,0
108956,0
273973,0
203618,0
410680,0
114843,0
358066,0
210127,0
2682,0
281468,0
447038,0
165862,0
377821,0
471494,0
151139,0
447350,0
128564,0
142425,0
243040,0
86791,0
93063,0
110920,0
315239,0
200051,0
352781,0
361419,0
45661,0
117478,0
203864,0
180259,0
6663,0
329272,0
172353,0
179726,0
10022,0
44246,0
470142,0
42785,0
215227,0
341533,0
113849,0
240713,0
433520,0
452983,0
354242,0
102252,0
282416,0
347329,0
377913,0
7330,0
284930,0
152609,0
300988,0
205563,0
303088,0
333727,0
280933,0
171931,0
70950,0
24661,0
322429,0
225399,0
364475,0
47379,0
277426,0
309286,0
197165,0
37975,0
244663,0
333545,0
414567,0
58310,0
109997,0
179086,0
82339,0
157765,0
77070,0
6553,0
61262,0
205892,0
194269,0
283791,0
214851,0
181052,0
348059,0
351782,0
507393,0
211406,0
110479,0
463832,0
120988,0
410364,0
282861,0
331845,0
424004,0
462315,0
295192,0
357913,0
258831,0
235263,0
117290,0
172365,0
415074,0
72669,0
391512,0
159627,0
467101,0
457221,0
38233,0
24771,0
33787,0
356464,0
259805,0
418303,0
435963,0
30959,0
485417,0
362163,0
458577,0
181048,0
63936,0
177948,0
110013,0
377169,0
58038,0
28500,0
372638,0
343341,0
237697,0
312545,0
280366,0
34386,0
256301,0
26033,0
75304,0
482052,0
485908,0
421940,0
324455,0
493386,0
73076,0
408361,0
375734,0
336461,0
33135,0
33090,0
90724,0
11472,0
172119,0
373802,0
331147,0
95377,0
492050,0
99229,0
235657,0
21858,0
107192,0
296141,0
283884,0
53217,0
144193,0
74185,0
262816,0
393701,0
75702,0
383016,0
87563,0
132994,0
454279,0
4039,0
293612,0
191694,0
109865,0
195723,0
145825,0
353857,0
388488,0
32775,0
307111,0
305386,0
265209,0
169212,0
54391,0
28934,0
475363,0
314733,0
125758,0
180625,0
332336,0
228226,0
23445,0
334148,0
425489,0
112969,0
21792,0
342238,0
316823,0
311412,0
402377,0
221024,0
196007,0
28813,0
51750,0
80104,0
271448,0
138846,0
166703,0
223068,0
103653,0
87529,0
393698,0
432229,0
354199,0
54471,0
243313,0
170985,0
196473,0
5337,0
144233,0
312110,0
319435,0
12879,0
376827,0
340117,0
343094,0
327178,0
481497,0
298597,0
254336,0
292592,0
225842,0
342390,0
302238,0
376865,0
134630,0
353255,0
84681,0
34507,0
436552,0
8747,0
285890,0
352175,0
381992,0
180777,0
88014,0
199897,0
315586,0
486842,0
459250,0
156933,0
197150,0
243487,0
161861,0
276231,0
166771,0
367734,0
201425,0
140367,0
324619,0
223827,0
418575,0
305737,0
267350,0
115315,0
430399,0
338751,0
506872,0
339160,0
338388,0
211788,0
7779,0
403340,0
373417,0
295768,0
224128,0
355007,0
425374,0
150355,0
167496,0
501142,0
233609,0
348834,0
138153,0
104051,0
240404,0
83265,0
77361,0
187778,0
304870,0
339991,0
226761,0
122087,0
280180,0
32984,0
219582,0
442136,0
202792,0
182073,0
471466,0
102391,0
432744,0
59989,0
308661,0
180213,0
198186,0
351717,0
107320,0
94885,0
432256,0
50835,0
182669,0
320845,0
366968,0
102928,0
165055,0
375536,0
60251,0
122403,0
297834,0
462854,0
64666,0
122141,0
331551,0
248863,0
78166,0
182384,0
380168,0
34562,0
10656,0
333004,0
131544,0
184101,0
375208,0
215710,0
102595,0
320521,0
460550,0
426842,0
361434,0
501975,0
131162,0
127938,0
289211,0
257633,0
144942,0
426877,0
483448,0
5829,0
124677,0
166411,0
386047,0
136929,0
409771,0
155338,0
143372,0
373011,0
162714,0
17732,0
104727,0
242812,0
59720,0
140325,0
84977,0
10029,0
369323,0
86066,0
40439,0
195362,0
349287,0
213042,0
164638,0
377822,0
323266,0
414804,0
225331,0
384944,0
50501,0
207562,0
390433,0
141322,0
323975,0
126374,0
506066,0
352910,0
427782,0
128326,0
226280,0
105924,0
287698,0
16093,0
311002,0
322997,0
146269,0
119536,0
349044,0
267123,0
120063,0
195214,0
59799,0
356265,0
334983,0
406856,0
479163,0
211938,0
377828,0
321981,0
282182,0
235680,0
280919,0
251768,0
213318,0
87618,0
231411,0
263721,0
45250,0
336854,0
314997,0
51849,0
444104,0
6005,0
192807,0
67146,0
228380,0
453567,0
88184,0
324359,0
227188,0
48890,0
446852,0
226006,0
1912,0
484895,0
367321,0
183871,0
212899,0
177643,0
347590,0
117980,0
82485,0
314989,0
359760,0
221637,0
154810,0
346718,0
274083,0
456458,0
17270,0
356150,0
339556,0
17815,0
218808,0
128242,0
8323,0
207765,0
259395,0
73937,0
159834,0
344497,0
69386,0
69092,0
238800,0
214923,0
312548,0
186607,0
341593,0
59049,0
167065,0
118190,0
326509,0
447591,0
158421,0
41841,0
87900,0
152972,0
27340,0
375564,0
354373,0
256329,0
141562,0
154909,0
372185,0
320776,0
193634,0
49446,0
15218,0
416322,0
383041,0
367413,0
503363,0
130829,0
338698,0
397514,0
183516,0
222179,0
24812,0
70006,0
76133,0
293426,0
435502,0
181687,0
225736,0
152537,0
13968,0
160458,0
353717,0
296945,0
253376,0
314435,0
63376,0
369437,0
131373,0
487402,0
461546,0
372834,0
134046,0
415614,0
114288,0
319448,0
285412,0
196987,0
439823,0
48614,0
504308,0
151866,0
395011,0
313792,0
126996,0
323812,0
16877,0
301533,0
113666,0
169638,0
316241,0
250958,0
155441,0
468165,0
99955,0
446274,0
78710,0
137677,0
94616,0
399316,0
127223,0
140668,0
182415,0
354529,0
338753,0
409420,0
442639,0
63647,0
453072,0
400379,0
413286,0
202886,0
48441,0
321043,0
341993,0
317215,0
45313,0
125583,0
273635,0
60844,0
320508,0
276918,0
231705,0
153758,0
201540,0
336824,0
249669,0
399123,0
78172,0
132568,0
288625,0
449328,0
372365,0
250389,0
62576,0
299001,0
247754,0
303748,0
48851,0
493361,0
30806,0
67556,0
63305,0
301912,0
352369,0
217989,0
149097,0
168599,0
125032,0
33843,0
169356,0
133869,0
93803,0
17276,0
180269,0
277061,0
151328,0
131631,0
42693,0
188708,0
497386,0
490957,0
191129,0
140971,0
437439,0
139981,0
106726,0
285617,0
123187,0
240772,0
280205,0
437589,0
323747,0
506461,0
107110,0
205694,0
149147,0
343289,0
159707,0
481842,0
493525,0
240147,0
146283,0
452578,0
291354,0
50057,0
160483,0
451879,0
370362,0
239007,0
200685,0
320264,0
379871,0
88491,0
297932,0
50974,0
32361,0
27320,0
399971,0
328829,0
406107,0
374144,0
420469,0
231057,0
8153,0
38255,0
180652,0
148548,0
131916,0
353790,0
172304,0
205108,0
329246,0
368403,0
295048,0
23691,0
141342,0
212867,0
1577,0
62405,0
48748,0
328405,0
158943,0
104145,0
431448,0
359562,0
190552,0
312987,0
278498,0
97112,0
58127,0
216101,0
379616,0
368107,0
301710,0
471797,0
144846,0
279353,0
278103,0
350675,0
427144,0
36380,0
65375,0
438585,0
339101,0
306138,0
5092,0
67627,0
261810,0
12508,0
210422,0
170269,0
487716,0
237521,0
404467,0
316407,0
344687,0
86010,0
93654,0
329815,0
253074,0
71324,0
172879,0
101319,0
30244,0
290916,0
135998,0
296960,0
179964,0
25494,0
349086,0
124102,0
150404,0
362129,0
107093,0
131989,0
370650,0
69477,0
200702,0
293629,0
70157,0
403418,0
323440,0
223530,0
46164,0
15959,0
238054,0
125528,0
366752,0
52220,0
135974,0
35386,0
93381,0
379496,0
83398,0
111129,0
113328,0
357347,0
319750,0
245187,0
91697,0
73571,0
141135,0
32079,0
488306,0
156093,0
95348,0
389193,0
357082,0
365192,0
492402,0
135117,0
481729,0
346959,0
363409,0
506935,0
153856,0
119309,0
3571,0
170144,0
55596,0
343730,0
244831,0
39466,0
178976,0
410822,0
395762,0
321615,0
374351,0
49526,0
356875,0
506455,0
193458,0
356836,0
14365,0
43730,0
489787,0
141275,0
292618,0
116611,0
127724,0
110792,0
98537,0
431892,0
161705,0
358217,0
196016,0
296773,0
6107,0
58916,0
484115,0
21424,0
34958,0
424325,0
168807,0
199256,0
112094,0
84168,0
337152,0
169420,0
484178,0
322372,0
323167,0
243919,0
66934,0
195793,0
258917,0
297144,0
304386,0
101004,0
79170,0
121522,0
227118,0
298874,0
87477,0
325763,0
332718,0
226159,0
420409,0
292865,0
185115,0
477225,0
323563,0
100562,0
506677,0
24089,0
1783,0
309670,0
390867,0
162086,0
315665,0
162594,0
496577,0
450364,0
135363,0
63600,0
486067,0
339894,0
141652,0
410107,0
374786,0
3449,0
239475,0
105607,0
218214,0
113795,0
185737,0
153193,0
150292,0
275702,0
5319,0
356588,0
198958,0
500600,0
206706,0
396088,0
89524,0
466819,0
303126,0
438136,0
273364,0
23531,0
24670,0
350895,0
222673,0
204745,0
179689,0
58622,0
31612,0
362141,0
24391,0
17857,0
92968,0
358247,0
311657,0
264334,0
240004,0
164317,0
353191,0
7161,0
250238,0
75063,0
284858,0
169902,0
199484,0
65482,0
136671,0
170017,0
84803,0
312616,0
191099,0
346566,0
365123,0
329662,0
181715,0
186750,0
370658,0
71021,0
7066,0
383691,0
411905,0
388380,0
149714,0
290500,0
321841,0
149845,0
471532,0
152022,0
41639,0
188340,0
152745,0
342913,0
133775,0
197535,0
37027,0
356996,0
340225,0
311234,0
60226,0
175973,0
62977,0
278050,0
326500,0
361068,0
344162,0
398258,0
268750,0
339098,0
5339,0
360726,0
186999,0
136119,0
174694,0
69245,0
34820,0
493422,0
65099,0
29179,0
493567,0
197806,0
458714,0
240156,0
177564,0
462684,0
161772,0
360402,0
256173,0
403831,0
353101,0
241873,0
57214,0
216566,0
394311,0
186125,0
362250,0
130053,0
238884,0
420731,0
472296,0
129798,0
361647,0
360058,0
460573,0
52586,0
300668,0
284731,0
306634,0
357045,0
508127,0
47734,0
356432,0
361777,0
301349,0
342759,0
448359,0
2974,0
97804,0
190171,0
29620,0
377715,0
476306,0
327853,0
408916,0
170698,0
31987,0
29715,0
368587,0
496228,0
179988,0
267096,0
287550,0
10564,0
187243,0
347769,0
292878,0
197834,0
319778,0
312380,0
287395,0
374694,0
312113,0
300198,0
261345,0
137254,0
397871,0
418265,0
89936,0
374602,0
6645,0
51342,0
482341,0
320676,0
227943,0
390431,0
244844,0
81911,0
129942,0
499454,0
62074,0
123066,0
504573,0
216773,0
56443,0
176165,0
230266,0
268600,0
252419,0
40637,0
282170,0
306242,0
378431,0
221812,0
36493,0
463584,0
504448,0
402963,0
191668,0
159751,0
150816,0
1635,0
418529,0
62867,0
187769,0
244972,0
336103,0
210376,0
232355,0
21472,0
305016,0
101430,0
123068,0
328047,0
198263,0
469954,0
76390,0
282371,0
186245,0
237912,0
500191,0
261596,0
273733,0
160942,0
60590,0
344207,0
232915,0
62293,0
124093,0
250709,0
356115,0
110295,0
31343,0
482213,0
265854,0
269057,0
332000,0
467066,0
276347,0
506012,0
488107,0
392,0
323083,0
190970,0
8052,0
313998,0
344576,0
162059,0
353316,0
209324,0
179243,0
67846,0
46919,0
115083,0
249943,0
169308,0
169337,0
230469,0
359528,0
274350,0
33323,0
362553,0
477747,0
275971,0
29534,0
75599,0
95220,0
264321,0
58979,0
482345,0
411551,0
46600,0
73131,0
286323,0
243813,0
395366,0
299757,0
373135,0
259410,0
248570,0
144828,0
3041,0
98323,0
99214,0
298013,0
186457,0
304089,0
276410,0
67033,0
428472,0
335071,0
264763,0
325272,0
40610,0
142404,0
341494,0
108070,0
372219,0
167360,0
121308,0
413970,0
404876,0
82878,0
253567,0
32169,0
304074,0
213202,0
268049,0
218193,0
5142,0
102868,0
331978,0
14069,0
53043,0
67851,0
256201,0
281437,0
15065,0
373574,0
88464,0
73077,0
258481,0
282255,0
371550,0
88380,0
272544,0
131712,0
399573,0
319941,0
19188,0
25548,0
499895,0
99780,0
381525,0
277191,0
189083,0
457076,0
21181,0
206227,0
48289,0
56671,0
296697,0
139823,0
6264,0
59108,0
269811,0
141151,0
100040,0
144151,0
390126,0
254527,0
74559,0
79436,0
280049,0
489110,0
159375,0
101764,0
127362,0
147567,0
338984,0
185502,0
29516,0
256346,0
175493,0
284310,0
432137,0
251761,0
40149,0
169274,0
74969,0
102639,0
14221,0
499891,0
102427,0
353058,0
254956,0
234685,0
45572,0
58173,0
342596,0
77297,0
84614,0
288412,0
275070,0
192421,0
105459,0
390968,0
157446,0
374560,0
325915,0
501990,0
132765,0
260296,0
167718,0
260791,0
352163,0
119636,0
476869,0
195950,0
326385,0
439139,0
18366,0
20503,0
336589,0
288751,0
287124,0
16275,0
467157,0
336394,0
130288,0
275369,0
360316,0
202304,0
74624,0
367080,0
206988,0
196177,0
147271,0
176716,0
434351,0
498046,0
358665,0
425846,0
222469,0
51166,0
278093,0
72100,0
344815,0
46106,0
438359,0
414305,0
6666,0
278119,0
402684,0
254131,0
303585,0
1068,0
411089,0
5386,0
155524,0
184491,0
494077,0
365775,0
56583,0
32483,0
500566,0
60075,0
111961,0
354582,0
273526,0
94277,0
282262,0
351656,0
107216,0
1248,0
20083,0
264764,0
119629,0
220798,0
164020,0
427057,0
400862,0
282731,0
38508,0
175454,0
117640,0
196427,0
413895,0
312201,0
301136,0
144449,0
349888,0
67938,0
417386,0
156682,0
357107,0
339566,0
288928,0
498211,0
283230,0
245143,0
337535,0
372660,0
257462,0
287218,0
78413,0
153743,0
507299,0
373287,0
233210,0
358768,0
65345,0
346707,0
378515,0
217342,0
17480,0
482827,0
339071,0
480613,0
323538,0
174031,0
356902,0
63446,0
184614,0
49390,0
8734,0
12550,0
274906,0
344646,0
293474,0
182416,0
385737,0
359614,0
96528,0
374941,0
270096,0
280354,0
284508,0
252912,0
310484,0
70555,0
27113,0
151795,0
84677,0
333921,0
333729,0
405917,0
64539,0
501639,0
200961,0
357879,0
197752,0
362857,0
443479,0
296295,0
265661,0
475421,0
75616,0
158478,0
336638,0
247404,0
125693,0
169862,0
261768,0
70727,0
7856,0
106669,0
445051,0
193142,0
132377,0
296848,0
97083,0
139984,0
679,0
117045,0
238111,0
335986,0
42949,0
211851,0
95387,0
159575,0
304857,0
264949,0
120939,0
201398,0
121941,0
446681,0
267365,0
282574,0
107665,0
359235,0
402537,0
105650,0
209273,0
446684,0
436171,0
440653,0
49914,0
172915,0
56903,0
69766,0
104951,0
178091,0
373261,0
20546,0
322137,0
163984,0
110092,0
62283,0
289242,0
14862,0
13414,0
390935,0
320293,0
312975,0
296658,0
349017,0
42764,0
304710,0
414614,0
201056,0
304962,0
323796,0
142432,0
330007,0
7129,0
233627,0
252530,0
378028,0
408615,0
31191,0
293090,0
61503,0
273779,0
336938,0
449231,0
15454,0
24538,0
61430,0
176832,0
157648,0
107461,0
126335,0
182896,0
471910,0
158619,0
15649,0
372244,0
110590,0
316530,0
237884,0
134623,0
24629,0
19428,0
308191,0
84238,0
63742,0
485309,0
5698,0
204703,0
169054,0
20067,0
157359,0
290745,0
215872,0
159641,0
204910,0
193994,0
98878,0
134821,0
422264,0
343078,0
362573,0
235093,0
472929,0
178384,0
463242,0
45187,0
46344,0
442538,0
183517,0
332622,0
48830,0
34588,0
174419,0
25708,0
191368,0
75239,0
337415,0
220454,0
83488,0
52779,0
289212,0
66244,0
101478,0
325502,0
36074,0
491927,0
64941,0
44144,0
175264,0
501759,0
163710,0
296815,0
213140,0
236623,0
109211,0
53900,0
72346,0
151375,0
314305,0
78641,0
120096,0
272524,0
153684,0
258059,0
315587,0
19087,0
415571,0
182499,0
505451,0
182863,0
339949,0
196789,0
466686,0
196670,0
436055,0
51054,0
71912,0
270214,0
171502,0
260713,0
368766,0
93860,0
83484,0
352234,0
223387,0
237502,0
142408,0
288747,0
198706,0
124459,0
312800,0
424105,0
254917,0
128235,0
124313,0
119434,0
35851,0
223253,0
138280,0
98713,0
285338,0
284633,0
140261,0
329858,0
443518,0
118301,0
161506,0
320283,0
310357,0
490681,0
284744,0
468384,0
322464,0
458364,0
109182,0
278523,0
384591,0
415052,0
165268,0
12736,0
345327,0
335590,0
256830,0
376820,0
315000,0
400782,0
384821,0
256061,0
93533,0
69895,0
56966,0
58500,0
422531,0
27134,0
62200,0
502762,0
255946,0
459349,0
242569,0
213437,0
288097,0
436905,0
205650,0
336244,0
104367,0
49200,0
178547,0
108143,0
115807,0
51322,0
130951,0
184010,0
284297,0
107121,0
24134,0
74345,0
30190,0
306469,0
348245,0
269304,0
392038,0
297537,0
151362,0
173160,0
272297,0
115613,0
103740,0
210487,0
402123,0
125857,0
452809,0
280810,0
269522,0
432504,0
463902,0
343903,0
320163,0
186499,0
65436,0
281915,0
420459,0
96454,0
68993,0
85591,0
124581,0
255398,0
5642,0
243792,0
295787,0
265135,0
258753,0
206726,0
200185,0
69884,0
269844,0
192291,0
449463,0
427194,0
109354,0
380622,0
243934,0
418912,0
301145,0
308629,0
29476,0
495762,0
241628,0
13916,0
78143,0
173075,0
106354,0
344766,0
264205,0
329591,0
107902,0
396143,0
163129,0
7264,0
185380,0
21210,0
428876,0
188351,0
365320,0
501926,0
414133,0
91037,0
352915,0
61551,0
280887,0
266736,0
235779,0
497706,0
409817,0
162115,0
285392,0
126847,0
492422,0
171268,0
261868,0
142423,0
231671,0
191682,0
224655,0
278195,0
141255,0
317415,0
459590,0
338666,0
343187,0
267632,0
362455,0
465623,0
347933,0
303221,0
422343,0
98877,0
264831,0
11446,0
188760,0
438837,0
138050,0
32491,0
312943,0
39228,0
276443,0
221414,0
106474,0
107792,0
148558,0
218797,0
173340,0
277040,0
239941,0
455572,0
312646,0
397444,0
145118,0
158980,0
307263,0
220752,0
93302,0
297158,0
109192,0
189635,0
163919,0
276320,0
24061,0
129044,0
144045,0
151156,0
459210,0
252351,0
405572,0
165861,0
65239,0
72390,0
498614,0
224830,0
247250,0
392716,0
154243,0
315355,0
162034,0
318189,0
150321,0
67954,0
68935,0
374399,0
98847,0
6394,0
230156,0
79345,0
5434,0
205458,0
150269,0
67974,0
105623,0
192329,0
282675,0
13114,0
70122,0
300499,0
308437,0
348951,0
287139,0
363642,0
218674,0
251711,0
123608,0
369122,0
423483,0
148194,0
293225,0
60596,0
357750,0
82900,0
308868,0
11645,0
371186,0
347545,0
23134,0
116536,0
420360,0
162192,0
370176,0
40809,0
497709,0
372266,0
447932,0
268154,0
232016,0
41826,0
77619,0
346769,0
32987,0
49579,0
22928,0
488765,0
34742,0
61139,0
307151,0
140791,0
151216,0
316266,0
286470,0
235889,0
269589,0
60111,0
75204,0
239840,0
67849,0
31755,0
329526,0
58710,0
149434,0
96062,0
243109,0
87614,0
253373,0
199613,0
179754,0
222367,0
162400,0
324409,0
